,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,1 days 23:25:00,-4.92,8.33,-13.32,-53.27,122.44,-4.92,8.33,-13.32,-53.27,122.44,17.18,12.33,413.76,131622,ac
,,,train_a,1 days 23:26:00,-6.37,6.89,-13.73,-54.64,134.97,-6.37,6.89,-13.73,-54.64,134.97,17.25,12.58,407.07,78700,ac
,,,train_a,1 days 23:27:00,-7.9,3.94,-14.43,-56.82,156.17,-7.9,3.94,-14.43,-56.82,156.17,17.46,12.55,405.52,145818,ac
,,,train_a,1 days 23:28:00,-5.37,6.71,-11.75,-44.13,139.24,-5.37,6.71,-11.75,-44.13,139.24,17.83,6.65,378.35,29728,ac
,,,train_a,1 days 23:29:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:30:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:31:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:32:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:33:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:34:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:35:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:36:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:37:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:38:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:39:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:40:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:41:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:42:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:43:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:44:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:45:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:46:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:47:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:48:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:49:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:50:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:51:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:52:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:53:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:54:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:55:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:56:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:57:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:58:00,,,,,,,,,,,,,,,
,,,train_a,1 days 23:59:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:00:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:01:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:02:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:03:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:04:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:05:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:06:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:07:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:08:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:09:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:10:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:11:00,,,,,,,,,,,,,,,
,,,train_a,2 days 00:12:00,-5.13,14.41,-5.86,-19.03,112.92,-5.13,14.41,-5.86,-19.03,112.92,18.12,,,,ac
,,,train_a,2 days 00:13:00,-5.15,15.35,-5.89,-19.43,108.63,-5.15,15.35,-5.89,-19.43,108.63,17.93,12.24,414.42,120619,ac
,,,train_a,2 days 00:14:00,-5.41,15.58,-6.96,-22.95,109.27,-5.41,15.58,-6.96,-22.95,109.27,18.07,13.92,422.06,146019,ac
,,,train_a,2 days 00:15:00,-5.01,15.52,-8.15,-26.53,108.02,-5.01,15.52,-8.15,-26.53,108.02,18.26,,,,ac
,,,train_a,2 days 00:16:00,-4.81,15.1,-7.81,-25.78,107.78,-4.81,15.1,-7.81,-25.78,107.78,18.33,8.23,407.04,57002,ac
,,,train_a,2 days 00:17:00,-5.21,14.99,-6.55,-21.8,109.18,-5.21,14.99,-6.55,-21.8,109.18,17.98,,,,ac
,,,train_a,2 days 00:18:00,-5.07,15.1,-6.74,-22.33,108.77,-5.07,15.1,-6.74,-22.33,108.77,18.07,8.7,407.45,70434,ac
,,,train_a,2 days 00:19:00,-3.13,16.39,-3.79,-12.22,100.84,-3.13,16.39,-3.79,-12.22,100.84,17.88,8.7,407.45,70434,ac
,,,train_a,2 days 00:20:00,-2.32,16.47,-3.83,-12.55,97.97,-2.32,16.47,-3.83,-12.55,97.97,17.77,11.75,416.52,117677,ac
,,,train_a,2 days 00:21:00,-4.64,15.08,-6.63,-22.35,107.19,-4.64,15.08,-6.63,-22.35,107.19,17.67,10.91,415.99,85735,ac
,,,train_a,2 days 00:22:00,-3.25,13.8,-8.93,-31.06,103.43,-3.25,13.8,-8.93,-31.06,103.43,17.69,8.33,407.43,66308,ac
,,,train_a,2 days 00:23:00,-7.26,11.62,-10.06,-35.86,122.34,-7.26,11.62,-10.06,-35.86,122.34,17.45,7.39,392.49,58960,ac
,,,train_a,2 days 00:24:00,-6.03,8.82,-12.51,-48.45,127.62,-6.03,8.82,-12.51,-48.45,127.62,17.38,9.67,401.1,80028,ac
,,,train_a,2 days 00:25:00,-6.83,8.29,-12.72,-49.1,131.33,-6.83,8.29,-12.72,-49.1,131.33,17.33,,,,ac
,,,train_a,2 days 00:26:00,-7.24,12.2,-7.4,-26.63,121.73,-7.24,12.2,-7.4,-26.63,121.73,17.35,,,,ac
,,,train_a,2 days 00:27:00,-8.25,13.36,-5.45,-18.56,122.02,-8.25,13.36,-5.45,-18.56,122.02,17.28,,,,ac
,,,train_a,2 days 00:28:00,-9.09,12.41,-6.58,-22.66,126.51,-9.09,12.41,-6.58,-22.66,126.51,17.28,14.95,401.95,84978,ac
,,,train_a,2 days 00:29:00,-8.99,12.65,-6.24,-21.62,125.59,-8.99,12.65,-6.24,-21.62,125.59,17.15,16.01,402.47,116978,ac
,,,train_a,2 days 00:30:00,-9.09,12.77,-5.53,-19.01,125.56,-9.09,12.77,-5.53,-19.01,125.56,17.16,16.6,400.46,112967,ac
,,,train_a,2 days 00:31:00,-9.83,12.62,-4.59,-15.72,128.02,-9.83,12.62,-4.59,-15.72,128.02,17.09,16.57,400.22,121917,ac
,,,train_a,2 days 00:32:00,-9.91,12.6,-3.48,-11.75,128.25,-9.91,12.6,-3.48,-11.75,128.25,16.94,19.21,398.31,128822,ac
,,,train_a,2 days 00:33:00,-10.66,11.6,-3.76,-13.04,132.7,-10.66,11.6,-3.76,-13.04,132.7,16.68,17.75,400.04,155194,ac
,,,train_a,2 days 00:34:00,-10.21,11.95,-4.67,-16.25,130.67,-10.21,11.95,-4.67,-16.25,130.67,16.77,18.66,394.95,135260,ac
,,,train_a,2 days 00:35:00,-9.3,12.63,-5.43,-18.81,126.54,-9.3,12.63,-5.43,-18.81,126.54,16.98,18.66,394.95,135260,ac
,,,train_a,2 days 00:36:00,-10.39,11.76,-5.05,-17.46,131.56,-10.39,11.76,-5.05,-17.46,131.56,16.97,17.76,401.89,126834,ac
,,,train_a,2 days 00:37:00,-10.75,11.38,-5.03,-17.36,133.45,-10.75,11.38,-5.03,-17.36,133.45,16.96,17.7,402.13,124662,ac
,,,train_a,2 days 00:38:00,-9.92,12.4,-2.5,-8.55,128.96,-9.92,12.4,-2.5,-8.55,128.96,16.85,16.46,396.63,154578,ac
,,,train_a,2 days 00:39:00,-8.59,13.13,-3,-10.34,123.33,-8.59,13.13,-3,-10.34,123.33,16.65,16.93,401.74,156853,ac
,,,train_a,2 days 00:40:00,-9.58,12.54,0.03,0.24,127.64,-9.58,12.54,0.03,0.24,127.64,16.68,16.49,402.9,100930,ac
,,,train_a,2 days 00:41:00,-11.06,10.89,3.78,13.54,135.93,-11.06,10.89,3.78,13.54,135.93,16.67,16.74,396.9,153715,ac
,,,train_a,2 days 00:42:00,-7.92,14.52,-3.25,-10.72,118.7,-7.92,14.52,-3.25,-10.72,118.7,17.35,15.35,393.91,130874,ac
,,,train_a,2 days 00:43:00,-5.95,14.12,0.61,2.81,113.47,-5.95,14.12,0.61,2.81,113.47,16.79,15.35,408.88,106029,ac
,,,train_a,2 days 00:44:00,-5.82,13.98,-1.86,-6.51,112.98,-5.82,13.98,-1.86,-6.51,112.98,16.88,15.4,418.02,137814,ac
,,,train_a,2 days 00:45:00,-4.97,12.99,-8.47,-30.81,111.38,-4.97,12.99,-8.47,-30.81,111.38,17.12,11.84,400.1,85201,ac
,,,train_a,2 days 00:46:00,-4.47,11.45,-10.87,-40.71,111.68,-4.47,11.45,-10.87,-40.71,111.68,17.15,,,,ac
,,,train_a,2 days 00:47:00,-7.77,11.78,-8.62,-31.05,123.77,-7.77,11.78,-8.62,-31.05,123.77,16.97,,,,ac
,,,train_a,2 days 00:48:00,-5.61,12.76,-8.94,-32.04,114,-5.61,12.76,-8.94,-32.04,114,17.18,10.41,414.75,109264,ac
,,,train_a,2 days 00:49:00,-4.6,12.2,-10.73,-39.41,110.94,-4.6,12.2,-10.73,-39.41,110.94,17.13,,,,ac
,,,train_a,2 days 00:50:00,-6.31,14.67,-6.34,-21.46,113.44,-6.31,14.67,-6.34,-21.46,113.44,17.66,,,,ac
,,,train_a,2 days 00:51:00,-4.36,15.62,-1.8,-5.96,105.62,-4.36,15.62,-1.8,-5.96,105.62,17.18,,,,ac
,,,train_a,2 days 00:52:00,-1.44,15.75,-2.1,-6.65,94.98,-1.44,15.75,-2.1,-6.65,94.98,17.21,13.9,418.59,89334,ac
,,,train_a,2 days 00:53:00,0.27,15.89,-5.26,-17.81,88.99,0.27,15.89,-5.26,-17.81,88.99,17.45,14.63,429.73,121175,ac
,,,train_a,2 days 00:54:00,0.31,15.8,-6.37,-21.61,88.85,0.31,15.8,-6.37,-21.61,88.85,17.52,9.59,432.86,94534,ac
,,,train_a,2 days 00:55:00,0.12,15.99,-6.06,-20.41,89.52,0.12,15.99,-6.06,-20.41,89.52,17.58,10.71,433.5,83865,ac
,,,train_a,2 days 00:56:00,-3.35,15.09,-6.78,-23.28,102.55,-3.35,15.09,-6.78,-23.28,102.55,17.41,10.28,433.85,86646,ac
,,,train_a,2 days 00:57:00,-3.98,14.23,-8.23,-28.5,105.86,-3.98,14.23,-8.23,-28.5,105.86,17.56,9.91,421.1,86039,ac
,,,train_a,2 days 00:58:00,-3.59,13.81,-9.18,-32.22,104.84,-3.59,13.81,-9.18,-32.22,104.84,17.63,11.33,420.44,101025,ac
,,,train_a,2 days 00:59:00,-4.48,12.25,-10.66,-38.8,110.48,-4.48,12.25,-10.66,-38.8,110.48,17.39,9.15,416.93,116134,ac
,,,train_a,2 days 01:00:00,-4.35,12.22,-10.67,-38.93,110.12,-4.35,12.22,-10.67,-38.93,110.12,17.41,,,,ac
,,,train_a,2 days 01:01:00,-4.58,11.45,-11.31,-41.99,112.22,-4.58,11.45,-11.31,-41.99,112.22,17.32,7.87,399.29,57492,ac
,,,train_a,2 days 01:02:00,-3.39,10.44,-12.49,-47.9,108.72,-3.39,10.44,-12.49,-47.9,108.72,17.29,10.51,419.56,117575,ac
,,,train_a,2 days 01:03:00,-3.76,11.55,-11.46,-42.89,108.41,-3.76,11.55,-11.46,-42.89,108.41,17.16,10.13,419.31,110246,ac
,,,train_a,2 days 01:04:00,-4.01,12.75,-9.35,-34.38,107.67,-4.01,12.75,-9.35,-34.38,107.67,17.09,9.83,417.92,125064,ac
,,,train_a,2 days 01:05:00,-5.62,14.18,-5.09,-18.06,111.7,-5.62,14.18,-5.09,-18.06,111.7,16.7,12.18,412.78,108615,ac
,,,train_a,2 days 01:06:00,-5.92,13.97,-5.07,-17.91,112.99,-5.92,13.97,-5.07,-17.91,112.99,16.57,10.46,409.77,127185,ac
,,,train_a,2 days 01:07:00,-6.95,13.8,-4.5,-15.8,116.87,-6.95,13.8,-4.5,-15.8,116.87,16.56,10.46,409.77,127185,ac
,,,train_a,2 days 01:08:00,-6.23,14,-4.32,-15.17,114.03,-6.23,14,-4.32,-15.17,114.03,16.48,,,,ac
,,,train_a,2 days 01:09:00,-7.3,13.28,-5.92,-21.14,119.06,-7.3,13.28,-5.92,-21.14,119.06,16.73,11.89,411.95,124767,ac
,,,train_a,2 days 01:10:00,-8.04,13.72,-1.74,-5.81,120.51,-8.04,13.72,-1.74,-5.81,120.51,16.56,12.19,402.36,132455,ac
,,,train_a,2 days 01:11:00,-8.5,13.51,-2.5,-8.65,122.36,-8.5,13.51,-2.5,-8.65,122.36,16.68,16.45,403.48,103925,ac
,,,train_a,2 days 01:12:00,-8.75,12.79,-4.61,-15.99,124.6,-8.75,12.79,-4.61,-15.99,124.6,16.85,16.11,405.3,107456,ac
,,,train_a,2 days 01:13:00,-7.55,13.14,-6.01,-21.08,120.02,-7.55,13.14,-6.01,-21.08,120.02,16.94,16.61,400.59,123743,ac
,,,train_a,2 days 01:14:00,-6.89,12.98,-7.23,-25.82,118.2,-6.89,12.98,-7.23,-25.82,118.2,16.82,10.1,405.81,107341,ac
,,,train_a,2 days 01:15:00,-7.85,12.23,-7.7,-27.59,122.95,-7.85,12.23,-7.7,-27.59,122.95,16.87,10.6,404.49,120942,ac
,,,train_a,2 days 01:16:00,-8.14,11.92,-7.79,-27.99,124.56,-8.14,11.92,-7.79,-27.99,124.56,16.87,11.39,407.09,129286,ac
,,,train_a,2 days 01:17:00,-8.46,11.79,-7.13,-25.55,125.86,-8.46,11.79,-7.13,-25.55,125.86,16.74,10.56,405.88,127158,ac
,,,train_a,2 days 01:18:00,-8.28,11.42,-7.8,-28.36,126.16,-8.28,11.42,-7.8,-28.36,126.16,16.73,,,,ac
,,,train_a,2 days 01:19:00,-7.7,11.93,-7.75,-28.17,123.02,-7.7,11.93,-7.75,-28.17,123.02,16.74,11.02,406.43,121941,ac
,,,train_a,2 days 01:20:00,-6.18,13.77,-5.59,-19.92,114.47,-6.18,13.77,-5.59,-19.92,114.47,16.86,,,,ac
,,,train_a,2 days 01:21:00,-4.8,14.81,-5.66,-19.48,108,-4.8,14.81,-5.66,-19.48,108,17.15,10.56,410.49,86748,ac
,,,train_a,2 days 01:22:00,-2.84,13.79,-8.04,-29.1,101.24,-2.84,13.79,-8.04,-29.1,101.24,16.89,10.32,408.41,66521,ac
,,,train_a,2 days 01:23:00,-0.26,13.77,-8.9,-32.4,90.92,-0.26,13.77,-8.9,-32.4,90.92,16.89,10.32,408.41,66521,ac
,,,train_a,2 days 01:24:00,-0.95,14.03,-8.41,-30.32,94.02,-0.95,14.03,-8.41,-30.32,94.02,17.08,11.06,422.56,89360,ac
,,,train_a,2 days 01:25:00,-3.27,13.14,-8.38,-31.05,103.98,-3.27,13.14,-8.38,-31.05,103.98,16.85,11.4,425.4,81684,ac
,,,train_a,2 days 01:26:00,-3.67,12.66,-9.34,-34.7,106.43,-3.67,12.66,-9.34,-34.7,106.43,16.8,9.02,413.36,82299,ac
,,,train_a,2 days 01:27:00,-3.38,14.09,-7.22,-26.02,103.67,-3.38,14.09,-7.22,-26.02,103.67,16.75,10.47,418.27,95893,ac
,,,train_a,2 days 01:28:00,-3.8,14.33,-6.36,-22.55,105.01,-3.8,14.33,-6.36,-22.55,105.01,16.78,8.92,410.56,88440,ac
,,,train_a,2 days 01:29:00,-4.71,14.1,-6.73,-24.11,108.63,-4.71,14.1,-6.73,-24.11,108.63,16.82,9.83,414,94754,ac
,,,train_a,2 days 01:30:00,-3.33,13.99,-7.04,-25.52,103.63,-3.33,13.99,-7.04,-25.52,103.63,16.67,10.28,411.18,86443,ac
,,,train_a,2 days 01:31:00,-2.53,13.93,-7.65,-27.93,100.25,-2.53,13.93,-7.65,-27.93,100.25,16.7,12.03,415.9,117590,ac
,,,train_a,2 days 01:32:00,-3.12,14.18,-6.45,-23.01,101.88,-3.12,14.18,-6.45,-23.01,101.88,16.85,10.85,419.06,85753,ac
,,,train_a,2 days 01:33:00,-5.76,14.23,-4.34,-15.13,112.11,-5.76,14.23,-4.34,-15.13,112.11,16.79,,,,ac
,,,train_a,2 days 01:34:00,-4.21,14.96,-4.2,-14.76,105.82,-4.21,14.96,-4.2,-14.76,105.82,16.67,12.56,410.89,130519,ac
,,,train_a,2 days 01:35:00,-7.32,13.68,-2.31,-8.11,118.27,-7.32,13.68,-2.31,-8.11,118.27,16.26,17.52,397.27,111280,ac
,,,train_a,2 days 01:36:00,-7.76,13.18,-3.16,-11.25,120.67,-7.76,13.18,-3.16,-11.25,120.67,16.19,17.24,395.7,127712,ac
,,,train_a,2 days 01:37:00,-7.66,13.21,-1.22,-3.91,120.21,-7.66,13.21,-1.22,-3.91,120.21,16.11,,,,ac
,,,train_a,2 days 01:38:00,-9.08,10.68,-6.53,-24.34,130.84,-9.08,10.68,-6.53,-24.34,130.84,16.23,17.27,394.68,121467,ac
,,,train_a,2 days 01:39:00,-5.42,13.65,-5.66,-20.48,111.82,-5.42,13.65,-5.66,-20.48,111.82,16.41,17.27,394.68,121467,ac
,,,train_a,2 days 01:40:00,-8.72,10.16,-8.25,-30.93,131.68,-8.72,10.16,-8.25,-30.93,131.68,16.51,,,,ac
,,,train_a,2 days 01:41:00,-8.16,9.37,-9.69,-37.04,132.14,-8.16,9.37,-9.69,-37.04,132.14,16.41,14.39,393.58,122444,ac
,,,train_a,2 days 01:42:00,-7.91,10.94,-6.8,-25.39,127.28,-7.91,10.94,-6.8,-25.39,127.28,16.4,,,,ac
,,,train_a,2 days 01:43:00,-7.36,13.46,-1.29,-4.38,119.49,-7.36,13.46,-1.29,-4.38,119.49,16.68,14.36,397.16,138822,ac
,,,train_a,2 days 01:44:00,-6.67,14.85,1.38,5.24,114.4,-6.67,14.85,1.38,5.24,114.4,16.99,14.1,399.83,140602,ac
,,,train_a,2 days 01:45:00,-5.66,15.21,2.98,10.8,110.75,-5.66,15.21,2.98,10.8,110.75,17.1,13.48,395.92,56768,ac
,,,train_a,2 days 01:46:00,-4.9,15.48,2.25,8.47,107.74,-4.9,15.48,2.25,8.47,107.74,16.99,13.81,403.77,80924,ac
,,,train_a,2 days 01:47:00,-4.77,15.51,2.43,8.88,107.22,-4.77,15.51,2.43,8.88,107.22,16.89,,,,ac
,,,train_a,2 days 01:48:00,-5.38,14.96,2.92,10.9,110.02,-5.38,14.96,2.92,10.9,110.02,16.84,13.86,401.59,115312,ac
,,,train_a,2 days 01:49:00,-4.18,14.95,4.24,15.57,105.65,-4.18,14.95,4.24,15.57,105.65,16.61,,,,ac
,,,train_a,2 days 01:50:00,-6.63,14.5,0.17,0.98,114.76,-6.63,14.5,0.17,0.98,114.76,16.56,12.9,389.64,70185,ac
,,,train_a,2 days 01:51:00,-5.01,15.08,0.5,2.2,108.28,-5.01,15.08,0.5,2.2,108.28,16.49,14.48,405.61,94669,ac
,,,train_a,2 days 01:52:00,-7.11,14.18,-0.32,-0.64,116.79,-7.11,14.18,-0.32,-0.64,116.79,16.48,14.21,393.51,119016,ac
,,,train_a,2 days 01:53:00,-4.96,14.38,0.91,3.94,109.04,-4.96,14.38,0.91,3.94,109.04,15.94,12.74,403.69,101230,ac
,,,train_a,2 days 01:54:00,-3.4,14.57,-2.69,-9.8,103.09,-3.4,14.57,-2.69,-9.8,103.09,15.67,,,,ac
,,,train_a,2 days 01:55:00,-6.76,13.55,1.86,6.93,116.89,-6.76,13.55,1.86,6.93,116.89,16.08,,,,ac
,,,train_a,2 days 01:56:00,-8.49,12.04,4.98,18.85,126.24,-8.49,12.04,4.98,18.85,126.24,15.98,15.68,396.91,112175,ac
,,,train_a,2 days 01:57:00,-8.86,12.67,1.77,6.86,125.42,-8.86,12.67,1.77,6.86,125.42,16.07,17.69,392.21,118346,ac
,,,train_a,2 days 01:58:00,-8.08,13.25,3.17,11.87,122.1,-8.08,13.25,3.17,11.87,122.1,16.4,17.74,394,114682,ac
,,,train_a,2 days 01:59:00,-7.65,14.22,1.55,5.8,118.5,-7.65,14.22,1.55,5.8,118.5,16.69,14.72,394.65,83910,ac
,,,train_a,2 days 02:00:00,-7.64,14.02,0.68,2.73,118.77,-7.64,14.02,0.68,2.73,118.77,16.45,15.21,399.48,97334,ac
,,,train_a,2 days 02:01:00,-8.03,13.74,0.11,0.81,120.48,-8.03,13.74,0.11,0.81,120.48,16.42,14,395.69,102694,ac
,,,train_a,2 days 02:02:00,-8.14,13.83,0.71,2.9,120.77,-8.14,13.83,0.71,2.9,120.77,16.5,14.84,392.7,91107,ac
,,,train_a,2 days 02:03:00,-8.62,13.52,-0.39,-1.15,122.63,-8.62,13.52,-0.39,-1.15,122.63,16.42,14.06,394.07,116382,ac
,,,train_a,2 days 02:04:00,-8.6,13.2,-0.21,-0.52,123.11,-8.6,13.2,-0.21,-0.52,123.11,16.31,15.12,388.74,120409,ac
,,,train_a,2 days 02:05:00,-6.53,13.71,-3.77,-13.42,115.55,-6.53,13.71,-3.77,-13.42,115.55,16.45,10.47,392.56,100721,ac
,,,train_a,2 days 02:06:00,-6.87,13.73,-3.18,-11.2,116.61,-6.87,13.73,-3.18,-11.2,116.61,16.24,,,,ac
,,,train_a,2 days 02:07:00,-8.45,12.8,-3.2,-11.45,123.49,-8.45,12.8,-3.2,-11.45,123.49,16.05,,,,ac
,,,train_a,2 days 02:08:00,-8.01,13.54,-2.36,-8.12,120.72,-8.01,13.54,-2.36,-8.12,120.72,16.39,10.59,400.72,102075,ac
,,,train_a,2 days 02:09:00,-7.71,12.84,-4.32,-15.84,121.12,-7.71,12.84,-4.32,-15.84,121.12,16,10.16,394.72,123408,ac
,,,train_a,2 days 02:10:00,-7.71,12,-4.9,-18.69,122.7,-7.71,12,-4.9,-18.69,122.7,15.58,13.95,399.92,88053,ac
,,,train_a,2 days 02:11:00,-8.69,12.04,-3.15,-11.69,125.97,-8.69,12.04,-3.15,-11.69,125.97,15.78,13.95,399.92,88053,ac
,,,train_a,2 days 02:12:00,-8.2,12.38,-3.62,-13.13,123.67,-8.2,12.38,-3.62,-13.13,123.67,15.85,,,,ac
,,,train_a,2 days 02:13:00,-7.77,12.84,-2.23,-7.98,121.34,-7.77,12.84,-2.23,-7.98,121.34,15.75,11.01,393.19,115131,ac
,,,train_a,2 days 02:14:00,-7.9,12.71,-3.23,-11.85,121.96,-7.9,12.71,-3.23,-11.85,121.96,15.7,14.37,389.58,110200,ac
,,,train_a,2 days 02:15:00,-7.94,12.64,-2.64,-9.78,122.25,-7.94,12.64,-2.64,-9.78,122.25,15.5,14.59,389.68,89544,ac
,,,train_a,2 days 02:16:00,-7.51,12.97,-3.08,-11.21,120.15,-7.51,12.97,-3.08,-11.21,120.15,15.7,15.18,390.17,102848,ac
,,,train_a,2 days 02:17:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:18:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:19:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:20:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:21:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:22:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:23:00,-8.29,10.58,1.02,4.62,133.31,-8.29,10.58,1.02,4.62,133.31,15.19,,,,ac
,,,train_a,2 days 02:24:00,-9.2,11.62,-1.34,-4.96,128.58,-9.2,11.62,-1.34,-4.96,128.58,15.35,15.9,386.17,123887,ac
,,,train_a,2 days 02:25:00,-8.85,11.97,-0.44,-1.45,126.69,-8.85,11.97,-0.44,-1.45,126.69,15.36,15.89,383.21,113083,ac
,,,train_a,2 days 02:26:00,-9.11,11.48,-0.91,-3.21,128.72,-9.11,11.48,-0.91,-3.21,128.72,15.16,16.61,385.08,117948,ac
,,,train_a,2 days 02:27:00,-9.18,11.24,-2.46,-9.33,129.43,-9.18,11.24,-2.46,-9.33,129.43,15.07,16.61,385.08,117948,ac
,,,train_a,2 days 02:28:00,-8.52,11.03,-3.71,-14.44,127.84,-8.52,11.03,-3.71,-14.44,127.84,14.92,13.83,386.78,99667,ac
,,,train_a,2 days 02:29:00,-7.88,11.34,-4.02,-15.96,125,-7.88,11.34,-4.02,-15.96,125,14.96,15.72,389.12,100975,ac
,,,train_a,2 days 02:30:00,-7.58,12.59,-1.15,-4.14,121.21,-7.58,12.59,-1.15,-4.14,121.21,15.15,14.55,386.93,105695,ac
,,,train_a,2 days 02:31:00,-7.14,11.29,-3.51,-14.49,123.22,-7.14,11.29,-3.51,-14.49,123.22,15.06,14.06,388.35,93648,ac
,,,train_a,2 days 02:32:00,-8.83,12.77,-0.67,-1.95,124.91,-8.83,12.77,-0.67,-1.95,124.91,16.08,,,,ac
,,,train_a,2 days 02:33:00,-8.3,12.87,-2.35,-8.28,122.97,-8.3,12.87,-2.35,-8.28,122.97,16.09,10.79,388.29,122109,ac
,,,train_a,2 days 02:34:00,-6.92,13.97,-0.56,-1.77,116.55,-6.92,13.97,-0.56,-1.77,116.55,16.1,,,,ac
,,,train_a,2 days 02:35:00,-7.36,13.83,1.1,4.32,118.28,-7.36,13.83,1.1,4.32,118.28,16.09,12.19,396.87,74180,ac
,,,train_a,2 days 02:36:00,-7.53,13.96,0.67,2.81,118.49,-7.53,13.96,0.67,2.81,118.49,16.32,11.56,392.9,105332,ac
,,,train_a,2 days 02:37:00,-8.41,13.37,0.7,2.92,122.43,-8.41,13.37,0.7,2.92,122.43,16.25,11.06,391.18,78098,ac
,,,train_a,2 days 02:38:00,-8.5,13.2,0.47,2.07,123.06,-8.5,13.2,0.47,2.07,123.06,16.22,10.9,390.91,75701,ac
,,,train_a,2 days 02:39:00,-8.7,13.21,-0.49,-1.5,123.58,-8.7,13.21,-0.49,-1.5,123.58,16.29,,,,ac
,,,train_a,2 days 02:40:00,-8.55,12.61,-1.18,-3.96,124.23,-8.55,12.61,-1.18,-3.96,124.23,15.86,,,,ac
,,,train_a,2 days 02:41:00,-9.03,11.18,-3.82,-14.63,129.3,-9.03,11.18,-3.82,-14.63,129.3,15.35,13.92,380.78,130212,ac
,,,train_a,2 days 02:42:00,-8.64,12.23,-3.2,-11.65,125.36,-8.64,12.23,-3.2,-11.65,125.36,15.73,8.23,385.33,123823,ac
,,,train_a,2 days 02:43:00,-8.81,12.09,-4.32,-15.81,126.19,-8.81,12.09,-4.32,-15.81,126.19,15.94,8.23,385.33,123823,ac
,,,train_a,2 days 02:44:00,-7.95,6.87,0.17,3.37,147.39,-7.95,6.87,0.17,3.37,147.39,16.97,,,,ac
,,,train_a,2 days 02:45:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:46:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:47:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:48:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:49:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:50:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:51:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:52:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:53:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:54:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:55:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:56:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:57:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:58:00,,,,,,,,,,,,,,,
,,,train_a,2 days 02:59:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:00:00,,,,,,,,,,,,,,,
